Entity,Code,Year,Annual CO₂ emissions from coal
Afghanistan,AFG,1949,14656
Afghanistan,AFG,1950,21068
Afghanistan,AFG,1951,25648
Afghanistan,AFG,1952,31707.998
Afghanistan,AFG,1953,37949
Afghanistan,AFG,1954,42502
Afghanistan,AFG,1955,62288
Afghanistan,AFG,1956,62288
Afghanistan,AFG,1957,76944
Afghanistan,AFG,1958,91600
Afghanistan,AFG,1959,109920
Afghanistan,AFG,1960,127115
Afghanistan,AFG,1961,175872
Afghanistan,AFG,1962,296784
Afghanistan,AFG,1963,263808
Afghanistan,AFG,1964,300448
Afghanistan,AFG,1965,381056
Afghanistan,AFG,1966,428688
Afghanistan,AFG,1967,399376
Afghanistan,AFG,1968,332429
Afghanistan,AFG,1969,362736
Afghanistan,AFG,1970,436974
Afghanistan,AFG,1971,359072
Afghanistan,AFG,1972,190528
Afghanistan,AFG,1973,310745
Afghanistan,AFG,1974,304695
Afghanistan,AFG,1975,398689
Afghanistan,AFG,1976,425024
Afghanistan,AFG,1977,450672
Afghanistan,AFG,1978,576226
Afghanistan,AFG,1979,351744
Afghanistan,AFG,1980,315762
Afghanistan,AFG,1981,333424
Afghanistan,AFG,1982,384720
Afghanistan,AFG,1983,384720
Afghanistan,AFG,1984,392556
Afghanistan,AFG,1985,399794
Afghanistan,AFG,1986,425024
Afghanistan,AFG,1987,442824
Afghanistan,AFG,1988,366400
Afghanistan,AFG,1989,337088
Afghanistan,AFG,1990,278464
Afghanistan,AFG,1991,249627
Afghanistan,AFG,1992,21984
Afghanistan,AFG,1993,18320
Afghanistan,AFG,1994,14693
Afghanistan,AFG,1995,14656
Afghanistan,AFG,1996,7328
Afghanistan,AFG,1997,3664
Afghanistan,AFG,1998,3664
Afghanistan,AFG,1999,3664
Afghanistan,AFG,2000,3664
Afghanistan,AFG,2001,69616
Afghanistan,AFG,2002,54960
Afghanistan,AFG,2003,91600
Afghanistan,AFG,2004,91600
Afghanistan,AFG,2005,106256
Afghanistan,AFG,2006,160944
Afghanistan,AFG,2007,747456
Afghanistan,AFG,2008,1077216
Afghanistan,AFG,2009,1513232
Afghanistan,AFG,2010,2246032
Afghanistan,AFG,2011,3749476
Afghanistan,AFG,2012,2821280
Afghanistan,AFG,2013,2970278
Afghanistan,AFG,2014,3238976
Afghanistan,AFG,2015,2439270
Afghanistan,AFG,2016,2420868
Afghanistan,AFG,2017,2893420
Afghanistan,AFG,2018,3220656
Afghanistan,AFG,2019,3273106
Afghanistan,AFG,2020,3634688
Afghanistan,AFG,2021,2993488
Afghanistan,AFG,2022,3488128
Afghanistan,AFG,2023,3866678
Afghanistan,AFG,2024,3894407
Africa,,1884,21984
Africa,,1885,36640
Africa,,1886,47632
Africa,,1887,47632
Africa,,1888,80608
Africa,,1889,131904
Africa,,1890,296784
Africa,,1891,296784
Africa,,1892,479984
Africa,,1893,1799024
Africa,,1894,2432896
Africa,,1895,3337904
Africa,,1896,4257568
Africa,,1897,4777856
Africa,,1898,6049264
Africa,,1899,5517984
Africa,,1900,2330304
Africa,,1901,3909488
Africa,,1902,5825760
Africa,,1903,7895920
Africa,,1904,8910848
Africa,,1905,10262864
Africa,,1906,11717472
Africa,,1907,12930256
Africa,,1908,13402912
Africa,,1909,15385136
Africa,,1910,17411328
Africa,,1911,16854400
Africa,,1912,17869328
Africa,,1913,19565760
Africa,,1914,19243328
Africa,,1915,19514464
Africa,,1916,23072208
Africa,,1917,24918864
Africa,,1918,23856304
Africa,,1919,24750932
Africa,,1920,27593584
Africa,,1921,27425040
Africa,,1922,23435402
Africa,,1923,28571872
Africa,,1924,30126222
Africa,,1925,31623984
Africa,,1926,33902990
Africa,,1927,33269120
Africa,,1928,33815056
Africa,,1929,34589910
Africa,,1930,32554640
Africa,,1931,28307124
Africa,,1932,25354880
Africa,,1933,27290204
Africa,,1934,31323508
Africa,,1935,34742940
Africa,,1936,37764850
Africa,,1937,40582330
Africa,,1938,42559696
Africa,,1939,43957376
Africa,,1940,46039320
Africa,,1941,49442016
Africa,,1942,54303980
Africa,,1943,55236530
Africa,,1944,61370588
Africa,,1945,62303170
Africa,,1946,62937748
Africa,,1947,62414836
Africa,,1948,64359092
Africa,,1949,68580430
Africa,,1950,68866190
Africa,,1951,72675500
Africa,,1952,79331280
Africa,,1953,79031190
Africa,,1954,81751460
Africa,,1955,91667560
Africa,,1956,95583120
Africa,,1957,99291560
Africa,,1958,103144250
Africa,,1959,101675750
Africa,,1960,103525576
Africa,,1961,105003010
Africa,,1962,106668824
Africa,,1963,109186570
Africa,,1964,115604430
Africa,,1965,124891080
Africa,,1966,123843820
Africa,,1967,127101050
Africa,,1968,132504056
Africa,,1969,135191330
Africa,,1970,140100460
Africa,,1971,149912160
Africa,,1972,153929400
Africa,,1973,154291950
Africa,,1974,157244400
Africa,,1975,162189950
Africa,,1976,171910020
Africa,,1977,176696930
Africa,,1978,178679440
Africa,,1979,197366240
Africa,,1980,212400670
Africa,,1981,237344160
Africa,,1982,250235650
Africa,,1983,260947090
Africa,,1984,286066370
Africa,,1985,294700860
Africa,,1986,305791040
Africa,,1987,312524580
Africa,,1988,322726180
Africa,,1989,313485150
Africa,,1990,295752770
Africa,,1991,306503330
Africa,,1992,288343100
Africa,,1993,318592200
Africa,,1994,330425760
Africa,,1995,346602100
Africa,,1996,352715000
Africa,,1997,360172740
Africa,,1998,354765060
Africa,,1999,365702000
Africa,,2000,369389900
Africa,,2001,371111000
Africa,,2002,360107200
Africa,,2003,389992420
Africa,,2004,416820100
Africa,,2005,411531900
Africa,,2006,417738180
Africa,,2007,428637570
Africa,,2008,452892100
Africa,,2009,422720220
Africa,,2010,441332130
Africa,,2011,431856480
Africa,,2012,431065950
Africa,,2013,425584450
Africa,,2014,453966850
Africa,,2015,428488300
Africa,,2016,424532930
Africa,,2017,418783330
Africa,,2018,446359970
Africa,,2019,468423680
Africa,,2020,430713570
Africa,,2021,433185950
Africa,,2022,426734900
Africa,,2023,436679700
Africa,,2024,445053400
Albania,ALB,1933,0
Albania,ALB,1934,0
Albania,ALB,1935,0
Albania,ALB,1936,0
Albania,ALB,1937,0
Albania,ALB,1938,0
Albania,ALB,1939,0
Albania,ALB,1940,0
Albania,ALB,1941,0
Albania,ALB,1942,0
Albania,ALB,1943,0
Albania,ALB,1944,0
Albania,ALB,1945,0
Albania,ALB,1946,21984
Albania,ALB,1947,0
Albania,ALB,1948,7328
Albania,ALB,1949,0
Albania,ALB,1950,43432
Albania,ALB,1951,73280
Albania,ALB,1952,76197
Albania,ALB,1953,113584
Albania,ALB,1954,157552
Albania,ALB,1955,219840
Albania,ALB,1956,249152
Albania,ALB,1957,274800
Albania,ALB,1958,289456
Albania,ALB,1959,337088
Albania,ALB,1960,326096
Albania,ALB,1961,321914
Albania,ALB,1962,362736
Albania,ALB,1963,282128
Albania,ALB,1964,333424
Albania,ALB,1965,395046
Albania,ALB,1966,477005
Albania,ALB,1967,523952
Albania,ALB,1968,589904
Albania,ALB,1969,688832
Albania,ALB,1970,891225
Albania,ALB,1971,989280
Albania,ALB,1972,1080880
Albania,ALB,1973,1168816
Albania,ALB,1974,1210141
Albania,ALB,1975,1260416
Albania,ALB,1976,1272350
Albania,ALB,1977,1699007
Albania,ALB,1978,2126321
Albania,ALB,1979,2680752
Albania,ALB,1980,2322976
Albania,ALB,1981,2645408
Albania,ALB,1982,2879904
Albania,ALB,1983,3103408
Albania,ALB,1984,3400192
Albania,ALB,1985,3722624
Albania,ALB,1986,3707968
Albania,ALB,1987,3737280
Albania,ALB,1988,4017755
Albania,ALB,1989,4056048
Albania,ALB,1990,2498848
Albania,ALB,1991,1480256
Albania,ALB,1992,799927
Albania,ALB,1993,599947
Albania,ALB,1994,168544
Albania,ALB,1995,161216
Albania,ALB,1996,113584
Albania,ALB,1997,43968
Albania,ALB,1998,54845
Albania,ALB,1999,110056
Albania,ALB,2000,69531
Albania,ALB,2001,80608
Albania,ALB,2002,84272
Albania,ALB,2003,84272
Albania,ALB,2004,84272
Albania,ALB,2005,73216
Albania,ALB,2006,73210
Albania,ALB,2007,73280
Albania,ALB,2008,102592
Albania,ALB,2009,406704
Albania,ALB,2010,447008
Albania,ALB,2011,586240
Albania,ALB,2012,685697
Albania,ALB,2013,846384
Albania,ALB,2014,1095536
Albania,ALB,2015,322432
Albania,ALB,2016,190528
Albania,ALB,2017,439680
Albania,ALB,2018,847006
Albania,ALB,2019,450672
Albania,ALB,2020,571584
Albania,ALB,2021,861040
Albania,ALB,2022,542272
Albania,ALB,2023,513625.03
Albania,ALB,2024,495061
Algeria,DZA,1916,0
Algeria,DZA,1917,3664
Algeria,DZA,1918,14656
Algeria,DZA,1919,15267
Algeria,DZA,1920,18320
Algeria,DZA,1921,25648
Algeria,DZA,1922,22442
Algeria,DZA,1923,10992
Algeria,DZA,1924,22798
Algeria,DZA,1925,25648
Algeria,DZA,1926,36640
Algeria,DZA,1927,54960
Algeria,DZA,1928,43968
Algeria,DZA,1929,42056
Algeria,DZA,1930,43968
Algeria,DZA,1931,57074
Algeria,DZA,1932,65952
Algeria,DZA,1933,80608
Algeria,DZA,1934,91600
Algeria,DZA,1935,99819
Algeria,DZA,1936,18320
Algeria,DZA,1937,36640
Algeria,DZA,1938,32976
Algeria,DZA,1939,51296
Algeria,DZA,1940,146560
Algeria,DZA,1941,212512
Algeria,DZA,1942,392048
Algeria,DZA,1943,311440
Algeria,DZA,1944,316441
Algeria,DZA,1945,428688
Algeria,DZA,1946,568849
Algeria,DZA,1947,545936
Algeria,DZA,1948,598165
Algeria,DZA,1949,706336
Algeria,DZA,1950,1883296
Algeria,DZA,1951,2040848
Algeria,DZA,1952,1842992
Algeria,DZA,1953,1547625
Algeria,DZA,1954,1483920
Algeria,DZA,1955,1593840
Algeria,DZA,1956,1761093
Algeria,DZA,1957,1974896
Algeria,DZA,1958,1810016
Algeria,DZA,1959,1461936
Algeria,DZA,1960,1256752
Algeria,DZA,1961,765313
Algeria,DZA,1962,406441
Algeria,DZA,1963,252815.98
Algeria,DZA,1964,282128
Algeria,DZA,1965,263955
Algeria,DZA,1966,271136
Algeria,DZA,1967,190445
Algeria,DZA,1968,201602
Algeria,DZA,1969,450525
Algeria,DZA,1970,970960
Algeria,DZA,1971,901344
Algeria,DZA,1972,648528
Algeria,DZA,1973,820736
Algeria,DZA,1974,699824
Algeria,DZA,1975,791333
Algeria,DZA,1976,586185
Algeria,DZA,1977,604560
Algeria,DZA,1978,571584
Algeria,DZA,1979,894016
Algeria,DZA,1980,1608496
Algeria,DZA,1981,1909095
Algeria,DZA,1982,1974896
Algeria,DZA,1983,3147595
Algeria,DZA,1984,4026735.8
Algeria,DZA,1985,3077760
Algeria,DZA,1986,2726016
Algeria,DZA,1987,2967840
Algeria,DZA,1988,2975038
Algeria,DZA,1989,2986160
Algeria,DZA,1990,2942192
Algeria,DZA,1991,2689376
Algeria,DZA,1992,2377936
Algeria,DZA,1993,1923600
Algeria,DZA,1994,2286238
Algeria,DZA,1995,1934592
Algeria,DZA,1996,1406976
Algeria,DZA,1997,1381328
Algeria,DZA,1998,2110464
Algeria,DZA,1999,2172665
Algeria,DZA,2000,1960240
Algeria,DZA,2001,2095808
Algeria,DZA,2002,2608768
Algeria,DZA,2003,2788304
Algeria,DZA,2004,1923600
Algeria,DZA,2005,2363280
Algeria,DZA,2006,2700368
Algeria,DZA,2007,3011808
Algeria,DZA,2008,3008246
Algeria,DZA,2009,1593840
Algeria,DZA,2010,1216486
Algeria,DZA,2011,1121149
Algeria,DZA,2012,1106528
Algeria,DZA,2013,776768
Algeria,DZA,2014,578912
Algeria,DZA,2015,534944
Algeria,DZA,2016,0
Algeria,DZA,2017,923350
Algeria,DZA,2018,1546208
Algeria,DZA,2019,1275100
Algeria,DZA,2020,575261
Algeria,DZA,2021,1176169
Algeria,DZA,2022,758448
Algeria,DZA,2023,734113
Algeria,DZA,2024,605761
Andorra,AND,1990,0
Andorra,AND,1991,0
Andorra,AND,1992,0
Andorra,AND,1993,0
Andorra,AND,1994,0
Andorra,AND,1995,0
Andorra,AND,1996,0
Andorra,AND,1997,0
Andorra,AND,1998,0
Andorra,AND,1999,0
Andorra,AND,2000,0
Andorra,AND,2001,0
Andorra,AND,2002,0
Andorra,AND,2003,0
Andorra,AND,2004,0
Andorra,AND,2005,0
Andorra,AND,2006,0
Andorra,AND,2007,0
Andorra,AND,2008,0
Andorra,AND,2009,0
Andorra,AND,2010,0
Andorra,AND,2011,0
Andorra,AND,2012,0
Andorra,AND,2013,0
Andorra,AND,2014,0
Andorra,AND,2015,0
Andorra,AND,2016,0
Andorra,AND,2017,0
Andorra,AND,2018,0
Andorra,AND,2019,0
Andorra,AND,2020,0
Andorra,AND,2021,0
Andorra,AND,2022,0
Andorra,AND,2023,0
Andorra,AND,2024,0
Angola,AGO,1950,59796
Angola,AGO,1951,95264
Angola,AGO,1952,120912
Angola,AGO,1953,69616
Angola,AGO,1954,76143
Angola,AGO,1955,84272
Angola,AGO,1956,40304
Angola,AGO,1957,80608
Angola,AGO,1958,43968
Angola,AGO,1959,54960
Angola,AGO,1960,123751
Angola,AGO,1961,62794
Angola,AGO,1962,91316
Angola,AGO,1963,21984
Angola,AGO,1964,76944
Angola,AGO,1965,54960
Angola,AGO,1966,87936
Angola,AGO,1967,54960
Angola,AGO,1968,102368
Angola,AGO,1969,91721
Angola,AGO,1970,47583
Angola,AGO,1971,29281
Angola,AGO,1972,7322
Angola,AGO,1973,21984
Angola,AGO,1974,0
Angola,AGO,1975,0
Angola,AGO,1976,0
Angola,AGO,1977,0
Angola,AGO,1978,0
Angola,AGO,1979,0
Angola,AGO,1980,0
Angola,AGO,1981,0
Angola,AGO,1982,0
Angola,AGO,1983,0
Angola,AGO,1984,0
Angola,AGO,1985,0
Angola,AGO,1986,0
Angola,AGO,1987,0
Angola,AGO,1988,0
Angola,AGO,1989,0
Antigua and Barbuda,ATG,1950,2443
Antigua and Barbuda,ATG,1951,11166
Antigua and Barbuda,ATG,1952,2443
Antigua and Barbuda,ATG,1953,2443
Antigua and Barbuda,ATG,1954,0
Antigua and Barbuda,ATG,1955,2443
Antigua and Barbuda,ATG,1956,2443
Argentina,ARG,1856,16651
Argentina,ARG,1857,40757
Argentina,ARG,1858,52768
Argentina,ARG,1859,33825
Argentina,ARG,1860,41522
Argentina,ARG,1861,50365
Argentina,ARG,1862,41491
Argentina,ARG,1863,61083
Argentina,ARG,1864,51953
Argentina,ARG,1865,89168
Argentina,ARG,1866,141423
Argentina,ARG,1867,101799
Argentina,ARG,1868,150623
Argentina,ARG,1869,174755
Argentina,ARG,1870,160446
Argentina,ARG,1871,173509
Argentina,ARG,1872,169208
Argentina,ARG,1873,187797
Argentina,ARG,1874,222817
Argentina,ARG,1875,129876
Argentina,ARG,1876,127019
Argentina,ARG,1877,100473
Argentina,ARG,1878,80873
Argentina,ARG,1879,191650
Argentina,ARG,1880,194096
Argentina,ARG,1881,308238
Argentina,ARG,1882,344096
Argentina,ARG,1883,481405
Argentina,ARG,1884,657415
Argentina,ARG,1885,761540
Argentina,ARG,1886,784439
Argentina,ARG,1887,1207669
Argentina,ARG,1888,1198649
Argentina,ARG,1889,1967535
Argentina,ARG,1890,1452580
Argentina,ARG,1891,1083523
Argentina,ARG,1892,1684981
Argentina,ARG,1893,1670885
Argentina,ARG,1894,1947204
Argentina,ARG,1895,2339746
Argentina,ARG,1896,2283952
Argentina,ARG,1897,2237196
Argentina,ARG,1898,2226631
Argentina,ARG,1899,2642508
Argentina,ARG,1900,2025777.1
Argentina,ARG,1901,2407750
Argentina,ARG,1902,2554854
Argentina,ARG,1903,2922669
Argentina,ARG,1904,3738865
Argentina,ARG,1905,4654740
Argentina,ARG,1906,6213628
Argentina,ARG,1907,5458138
Argentina,ARG,1908,5887324
Argentina,ARG,1909,5454093
Argentina,ARG,1910,6914247
Argentina,ARG,1911,8437358
Argentina,ARG,1912,8545437
Argentina,ARG,1913,9288228
Argentina,ARG,1914,8169474.5
Argentina,ARG,1915,5283444
Argentina,ARG,1916,3815566
Argentina,ARG,1917,1843432
Argentina,ARG,1918,939068
Argentina,ARG,1919,2787155
Argentina,ARG,1920,4839460
Argentina,ARG,1921,3786248
Argentina,ARG,1922,4645840
Argentina,ARG,1923,5741236
Argentina,ARG,1924,7657790
Argentina,ARG,1925,7269305
Argentina,ARG,1926,6515195
Argentina,ARG,1927,8383240.5
Argentina,ARG,1928,7736317
Argentina,ARG,1929,7797564
Argentina,ARG,1930,7690381
Argentina,ARG,1931,6568786
Argentina,ARG,1932,6128572
Argentina,ARG,1933,6251066
Argentina,ARG,1934,7001347
Argentina,ARG,1935,6771670
Argentina,ARG,1936,7208057
Argentina,ARG,1937,7854982
Argentina,ARG,1938,7223369
Argentina,ARG,1939,6871197
Argentina,ARG,1940,5152440
Argentina,ARG,1941,2685712
Argentina,ARG,1942,1385368
Argentina,ARG,1943,1549469
Argentina,ARG,1944,1648800
Argentina,ARG,1945,2044512
Argentina,ARG,1946,3041120
Argentina,ARG,1947,3254453
Argentina,ARG,1948,5814768
Argentina,ARG,1949,3598048
Argentina,ARG,1950,3561408
Argentina,ARG,1951,5470352
Argentina,ARG,1952,4507177
Argentina,ARG,1953,3114400
Argentina,ARG,1954,3722253
Argentina,ARG,1955,3209664
Argentina,ARG,1956,3814224
Argentina,ARG,1957,3359888
Argentina,ARG,1958,3781248
Argentina,ARG,1959,3729952
Argentina,ARG,1960,3905824
Argentina,ARG,1961,3539424
Argentina,ARG,1962,2007872.1
Argentina,ARG,1963,2304656
Argentina,ARG,1964,2557304
Argentina,ARG,1965,2601440
Argentina,ARG,1966,2586784
Argentina,ARG,1967,2938857
Argentina,ARG,1968,2366944
Argentina,ARG,1969,2590448
Argentina,ARG,1970,3286608
Argentina,ARG,1971,2927536
Argentina,ARG,1972,2857920
Argentina,ARG,1973,2879904
Argentina,ARG,1974,3367216
Argentina,ARG,1975,3594384
Argentina,ARG,1976,3242640
Argentina,ARG,1977,2703934
Argentina,ARG,1978,3836071
Argentina,ARG,1979,3601712
Argentina,ARG,1980,2865248
Argentina,ARG,1981,2956848
Argentina,ARG,1982,2660158
Argentina,ARG,1983,2191072
Argentina,ARG,1984,2147178
Argentina,ARG,1985,2773547
Argentina,ARG,1986,3392864
Argentina,ARG,1987,3777584
Argentina,ARG,1988,4023193
Argentina,ARG,1989,4143983.8
Argentina,ARG,1990,3140048
Argentina,ARG,1991,2938528
Argentina,ARG,1992,3107072
Argentina,ARG,1993,2528239
Argentina,ARG,1994,3561301
Argentina,ARG,1995,3740944
Argentina,ARG,1996,3114315
Argentina,ARG,1997,2806624
Argentina,ARG,1998,3154704
Argentina,ARG,1999,2788304
Argentina,ARG,2000,2359677
Argentina,ARG,2001,2007817
Argentina,ARG,2002,1579184
Argentina,ARG,2003,2480461
Argentina,ARG,2004,2531824
Argentina,ARG,2005,3667664
Argentina,ARG,2006,3968029
Argentina,ARG,2007,3759264
Argentina,ARG,2008,3975440
Argentina,ARG,2009,3304860
Argentina,ARG,2010,4081696
Argentina,ARG,2011,4825488
Argentina,ARG,2012,5078401
Argentina,ARG,2013,4840051
Argentina,ARG,2014,5536412
Argentina,ARG,2015,5466688
Argentina,ARG,2016,4191616
Argentina,ARG,2017,4279552
Argentina,ARG,2018,4356496
Argentina,ARG,2019,2143397
Argentina,ARG,2020,3224392
Argentina,ARG,2021,4510384
Argentina,ARG,2022,4730780
Argentina,ARG,2023,4226369
Argentina,ARG,2024,3161684
Armenia,ARM,1830,41
Armenia,ARM,1831,49
Armenia,ARM,1832,32
Armenia,ARM,1833,41
Armenia,ARM,1850,250.99998
Armenia,ARM,1855,762
Armenia,ARM,1858,1070
Armenia,ARM,1859,1134
Armenia,ARM,1860,1380
Armenia,ARM,1861,1784
Armenia,ARM,1862,1598
Armenia,ARM,1863,1605
Armenia,ARM,1864,1752
Armenia,ARM,1865,1631
Armenia,ARM,1866,5729
Armenia,ARM,1867,6473
Armenia,ARM,1868,4924
Armenia,ARM,1869,7003
Armenia,ARM,1870,7670
Armenia,ARM,1871,10798
Armenia,ARM,1872,11029
Armenia,ARM,1873,9396
Armenia,ARM,1874,10877
Armenia,ARM,1875,11586
Armenia,ARM,1876,13217
Armenia,ARM,1877,11818
Armenia,ARM,1878,16013
Armenia,ARM,1879,15024
Armenia,ARM,1880,17925
Armenia,ARM,1881,16332.001
Armenia,ARM,1882,16895
Armenia,ARM,1883,19584
Armenia,ARM,1884,15512
Armenia,ARM,1885,14856
Armenia,ARM,1886,15067
Armenia,ARM,1887,13385
Armenia,ARM,1888,13403
Armenia,ARM,1889,15714.999
Armenia,ARM,1890,16453
Armenia,ARM,1891,16016.001
Armenia,ARM,1892,17328
Armenia,ARM,1893,20101
Armenia,ARM,1894,23165
Armenia,ARM,1895,21639
Armenia,ARM,1896,22737
Armenia,ARM,1897,26792
Armenia,ARM,1898,29792
Armenia,ARM,1899,38101
Armenia,ARM,1900,41685
Armenia,ARM,1901,38270
Armenia,ARM,1902,38035
Armenia,ARM,1903,41016
Armenia,ARM,1904,49126
Armenia,ARM,1905,53447
Armenia,ARM,1906,61096
Armenia,ARM,1907,72187
Armenia,ARM,1908,72943
Armenia,ARM,1909,76078
Armenia,ARM,1910,71011
Armenia,ARM,1911,79973
Armenia,ARM,1912,99047
Armenia,ARM,1913,117212
Armenia,ARM,1914,94917
Armenia,ARM,1915,74920
Armenia,ARM,1916,79613
Armenia,ARM,1917,75749
Armenia,ARM,1918,28626
Armenia,ARM,1919,16752
Armenia,ARM,1920,16008.999
Armenia,ARM,1921,19675
Armenia,ARM,1922,23887
Armenia,ARM,1923,25946
Armenia,ARM,1924,35646
Armenia,ARM,1925,32263
Armenia,ARM,1926,56932
Armenia,ARM,1927,73077
Armenia,ARM,1928,87335
Armenia,ARM,1929,83812
Armenia,ARM,1930,83815
Armenia,ARM,1931,99755
Armenia,ARM,1932,136040
Armenia,ARM,1933,168706
Armenia,ARM,1934,215518
Armenia,ARM,1935,258033
Armenia,ARM,1936,306526
Armenia,ARM,1937,308456
Armenia,ARM,1938,324868
Armenia,ARM,1939,330546
Armenia,ARM,1940,442883
Armenia,ARM,1941,356661
Armenia,ARM,1942,111713
Armenia,ARM,1943,141757
Armenia,ARM,1944,220358
Armenia,ARM,1945,387299
Armenia,ARM,1946,426814
Armenia,ARM,1947,509383.97
Armenia,ARM,1948,523755
Armenia,ARM,1949,587827
Armenia,ARM,1950,646967
Armenia,ARM,1951,701303
Armenia,ARM,1952,727057
Armenia,ARM,1953,745794
Armenia,ARM,1954,803213
Armenia,ARM,1955,889321
Armenia,ARM,1956,924247
Armenia,ARM,1957,957380
Armenia,ARM,1958,946678
Armenia,ARM,1959,934711
Armenia,ARM,1960,897660
Armenia,ARM,1961,840761
Armenia,ARM,1962,793737
Armenia,ARM,1963,801504
Armenia,ARM,1964,806175
Armenia,ARM,1965,818498
Armenia,ARM,1966,833357
Armenia,ARM,1967,817693
Armenia,ARM,1968,788596
Armenia,ARM,1969,786259
Armenia,ARM,1970,844103
Armenia,ARM,1971,838322
Armenia,ARM,1972,853075
Armenia,ARM,1973,846102
Armenia,ARM,1974,831516
Armenia,ARM,1975,847889
Armenia,ARM,1976,866850
Armenia,ARM,1977,873889
Armenia,ARM,1978,852424
Armenia,ARM,1979,853781
Armenia,ARM,1980,906199
Armenia,ARM,1981,794294
Armenia,ARM,1982,804800
Armenia,ARM,1983,793659
Armenia,ARM,1984,786425
Armenia,ARM,1985,918848
Armenia,ARM,1986,988489
Armenia,ARM,1987,985934
Armenia,ARM,1988,864515
Armenia,ARM,1989,815263
Armenia,ARM,1990,694219
Armenia,ARM,1991,603985
Armenia,ARM,1992,373728
Armenia,ARM,1993,7339
Armenia,ARM,1994,95264
Armenia,ARM,1995,7328
Armenia,ARM,1996,14656
Armenia,ARM,1997,14656
Armenia,ARM,1998,14640
Armenia,ARM,1999,7328
Armenia,ARM,2000,0
Armenia,ARM,2001,0
Armenia,ARM,2002,47574
Armenia,ARM,2003,73280
Armenia,ARM,2004,0
Armenia,ARM,2005,0
Armenia,ARM,2006,3664
Armenia,ARM,2007,7333
Armenia,ARM,2008,7328
Armenia,ARM,2009,3661
Armenia,ARM,2010,7328
Armenia,ARM,2011,7328
Armenia,ARM,2012,7328
Armenia,ARM,2013,3662
Armenia,ARM,2014,3662
Armenia,ARM,2015,3664
Armenia,ARM,2016,3667
Armenia,ARM,2017,3664
Armenia,ARM,2018,3664
Armenia,ARM,2019,10992
Armenia,ARM,2020,29328
Armenia,ARM,2021,43968
Armenia,ARM,2022,43968
Armenia,ARM,2023,40480
Armenia,ARM,2024,45893
Aruba,ABW,1926,0
Aruba,ABW,1927,0
Aruba,ABW,1928,0
Aruba,ABW,1929,0
Aruba,ABW,1930,0
Aruba,ABW,1931,0
Aruba,ABW,1932,0
Aruba,ABW,1933,0
Aruba,ABW,1934,0
Aruba,ABW,1935,0
Aruba,ABW,1936,0
Aruba,ABW,1937,0
Aruba,ABW,1938,0
Aruba,ABW,1939,0
Aruba,ABW,1940,0
Aruba,ABW,1941,0
Aruba,ABW,1942,0
Aruba,ABW,1943,0
Aruba,ABW,1944,0
Aruba,ABW,1945,0
Aruba,ABW,1946,0
Aruba,ABW,1947,0
Aruba,ABW,1948,0
Aruba,ABW,1949,0
Aruba,ABW,1950,0
Aruba,ABW,1951,0
Aruba,ABW,1952,0
Aruba,ABW,1953,0
Aruba,ABW,1954,0
Aruba,ABW,1955,0
Aruba,ABW,1956,0
Aruba,ABW,1957,0
Aruba,ABW,1958,0
Aruba,ABW,1959,0
Aruba,ABW,1960,0
Aruba,ABW,1961,0
Aruba,ABW,1962,0
Aruba,ABW,1963,0
Aruba,ABW,1964,0
Aruba,ABW,1965,0
Aruba,ABW,1966,0
Aruba,ABW,1967,0
Aruba,ABW,1968,0
Aruba,ABW,1969,0
Aruba,ABW,1970,0
Aruba,ABW,1971,0
Aruba,ABW,1972,0
Aruba,ABW,1973,0
Aruba,ABW,1974,0
Aruba,ABW,1975,0
Aruba,ABW,1976,0
Aruba,ABW,1977,0
Aruba,ABW,1978,0
Aruba,ABW,1979,0
Aruba,ABW,1980,0
Aruba,ABW,1981,0
Aruba,ABW,1982,0
Aruba,ABW,1983,0
Aruba,ABW,1984,0
Aruba,ABW,1985,0
Asia,,1830,2365
Asia,,1831,2837
Asia,,1832,1890
Asia,,1833,2365
Asia,,1850,14657
Asia,,1855,44449
Asia,,1858,456899
Asia,,1859,702674
Asia,,1860,722374
Asia,,1861,599485
Asia,,1862,641923
Asia,,1863,702833
Asia,,1864,679073
Asia,,1865,813236
Asia,,1866,1176948
Asia,,1867,598704
Asia,,1868,477087
Asia,,1869,691760
Asia,,1870,619292
Asia,,1871,839427
Asia,,1872,907541
Asia,,1873,822060
Asia,,1874,1486889
Asia,,1875,2486956
Asia,,1876,2513345
Asia,,1877,2540678
Asia,,1878,4946356
Asia,,1879,4976154
Asia,,1880,5405678
Asia,,1881,5537302
Asia,,1882,5777502
Asia,,1883,6471059
Asia,,1884,6807331
Asia,,1885,7088446
Asia,,1886,7413681
Asia,,1887,8722331
Asia,,1888,9651378
Asia,,1889,11384336
Asia,,1890,12369096
Asia,,1891,14189489
Asia,,1892,15109815
Asia,,1893,16253198
Asia,,1894,18966818
Asia,,1895,21688744
Asia,,1896,23182260
Asia,,1897,24695406
Asia,,1898,30085152
Asia,,1899,32033532
Asia,,1900,36354880
Asia,,1901,40878700
Asia,,1902,43762588
Asia,,1903,45274676
Asia,,1904,50664556
Asia,,1905,52337780
Asia,,1906,58515892
Asia,,1907,84195580
Asia,,1908,92481610
Asia,,1909,94434880
Asia,,1910,97503944
Asia,,1911,103739140
Asia,,1912,105983470
Asia,,1913,122141360
Asia,,1914,127387144
